Date,Team,Acquired,Relinquished,Notes
2023-08-25,Dolphins,,• Myles Dorn,placed on IR with undisclosed injury
2023-08-25,Bills,• Shane Ray,,activated from IR
2023-08-25,Panthers,• Damiere Byrd,,activated from IR
2023-08-25,Steelers,• Cody White (b. 1998-11-28),,activated from IR
2023-08-25,Steelers,• Hakeem Butler,,activated from IR
2023-08-26,Eagles,,• Roderick Johnson,placed on IR with undisclosed injury
2023-08-26,Rams,• Hunter Long,,activated from physically unable to perform list
2023-08-26,49ers,• Taco Charlton,,activated from IR
2023-08-26,Lions,• Mohamed Ibrahim,,activated from IR
2023-08-27,Browns,,• Jakeem Grant,placed on IR with torn patellar tendon in right knee
2023-08-27,Browns,• Marquise Goodwin,,activated from reserve/non-football injury list
2023-08-27,Buccaneers,,• Ryan Jensen,placed on IR with left knee injury
2023-08-27,Giants,,• Bryce Ford-Wheaton,placed on IR with torn ACL in knee
2023-08-27,Raiders,,• Brittain Brown,placed on IR with undisclosed injury
2023-08-27,Raiders,,• Isaiah Zuber,placed on IR with undisclosed injury
2023-08-27,Raiders,,• Jacob Hollister,placed on IR with undisclosed injury
2023-08-28,Browns,,• Drew Forbes,placed on reserve/non-football injury list with back injury
2023-08-28,Cardinals,,• Pat Elflein,placed on IR with hip injury
2023-08-28,Commanders,,• Braeden Daniels,placed on IR with shoulder injury
2023-08-28,Giants,,• Chris Myarick,placed on IR with hand injury
2023-08-28,Jets,,• Jimmy Moreland,placed on IR with hand injury
2023-08-28,Titans,,• Hassan Haskins,placed on IR with upper body injury
2023-08-28,Titans,• Dillon Radunz,,activated from physically unable to perform list
2023-08-28,Eagles,• Noah Elliss,,activated from IR
2023-08-29,49ers,,• A.J. Parker,placed on IR with hamstring injury
2023-08-29,49ers,,• Cameron Latu,placed on IR with torn meniscus in knee
2023-08-29,49ers,,• Darrell Luter Jr.,placed on reserve/physically unable to perform list with knee injury
2023-08-29,49ers,,• Tayler Hawkins,placed on IR with fractured hand
2023-08-29,49ers,,• Zane Gonzalez,placed on IR with calf injury
2023-08-29,Bears,,• Isaiah Ford,placed on IR with undisclosed
2023-08-29,Bears,• Adrian Colbert,,activated from IR
2023-08-29,Bengals,,• La'el Collins,placed on reserve/physically unable to perform list with knee injury
2023-08-29,Bengals,,• Marvell Tell III,placed on IR with concussion
2023-08-29,Bengals,,• Tautala Pesefea Jr.,placed on IR with elbow injury
2023-08-29,Bills,,• Matt Barkley,placed on IR with elbow injury
2023-08-29,Bills,,• Von Miller,placed on reserve/physically unable to perform list with right knee injury
2023-08-29,Broncos,,• Baron Browning,placed on reserve/physically unable to perform list recovering from surgery on knee
2023-08-29,Cardinals,,• Jon Gaines II,placed on IR with knee injury
2023-08-29,Cardinals,,• Kyler Murray,placed on reserve/physically unable to perform list recovering from surgery on right knee to repair torn ACL
2023-08-29,Chargers,,• Jalen Guyton,placed on reserve/physically unable to perform list with knee injury
2023-08-29,Chargers,,• Otito Ogbonnia,placed on reserve/physically unable to perform list recovering from torn patellar tendon in left knee
2023-08-29,Colts,,• Danny Pinter,placed on IR with fractured left ankle
2023-08-29,Colts,,• JoJo Domann,placed on IR with undisclosed
2023-08-29,Colts,,• Jonathan Taylor,"placed on reserve/physically unable to perform list with ankle, back injuries"
2023-08-29,Colts,,• Ricky Seals-Jones,placed on IR with undisclosed
2023-08-29,Colts,,• Titus Leo,placed on IR with undisclosed
2023-08-29,Commanders,,• Brandon Dillon,placed on IR with undisclosed
2023-08-29,Commanders,,• Jonathan Williams (b. 1994-02-02),placed on IR with undisclosed
2023-08-29,Commanders,,• Kaden Smith,placed on IR with undisclosed
2023-08-29,Commanders,,• Kyric McGowan,placed on IR with undisclosed
2023-08-29,Cowboys,,• David Durden,placed on IR with torn ACL in left knee
2023-08-29,Cowboys,,• DeMarvion Overshown,placed on IR with torn ACL in left knee
2023-08-29,Cowboys,,• John Stephens Jr.,placed on IR with torn ACL in left knee
2023-08-29,Cowboys,,• Josh Ball,placed on IR with groin/hip injury
2023-08-29,Cowboys,• Jourdan Lewis,,activated from physically unable to perform list
2023-08-29,Dolphins,,• Eric Saubert,placed on IR with undisclosed
2023-08-29,Dolphins,,• Keion Crossen,placed on IR with shoulder injury
2023-08-29,Dolphins,,• Nik Needham,placed on reserve/physically unable to perform list recovering from torn Achilles tendon
2023-08-29,Falcons,,• Cornell Armstrong,placed on IR with undisclosed
2023-08-29,Falcons,,• Penny Hart,placed on IR with undisclosed
2023-08-29,Giants,,• Aaron Robinson,placed on reserve/physically unable to perform list with knee injury
2023-08-29,Giants,,• Tommy Sweeney,placed on reserve/non-football injury list with undisclosed
2023-08-29,Giants,• Wan'Dale Robinson,,activated from physically unable to perform list
2023-08-29,Jaguars,,• Dawuane Smoot,placed on reserve/physically unable to perform list recovering from torn right Achilles tendon
2023-08-29,Jaguars,,• Josh Wells,placed on IR with abdominal injury
2023-08-29,Jaguars,,• Ventrell Miller,placed on IR with torn right Achilles tendon (out for season)
2023-08-29,Jets,,• Jarrick Bernard-Converse,placed on reserve/physically unable to perform list with undisclosed
2023-08-29,Lions,,• Nate Sudfeld,placed on IR with torn ACL in left knee
2023-08-29,Lions,• Emmanuel Moseley,,activated from physically unable to perform list
2023-08-29,Packers,,• Eric Stokes (Jamane),"placed on reserve/physically unable to perform list with various injuries / foot, knee injuries"
2023-08-29,Packers,,• Tarvarius Moore,placed on IR with with knee injury
2023-08-29,Panthers,,• Austin Corbett,placed on reserve/physically unable to perform list with left knee injury
2023-08-29,Panthers,,• Henry Anderson (Wyatt),placed on IR with foot injury
2023-08-29,Patriots,,• Cody Davis,placed on reserve/physically unable to perform list
2023-08-29,Patriots,,• Conor McDermott,placed on IR with undisclosed
2023-08-29,Patriots,,• Isaiah Bolden,placed on IR with concussion
2023-08-29,Patriots,,• Trey Flowers,placed on reserve/physically unable to perform list
2023-08-29,Raiders,,• Dalton Wagner,placed on IR with undisclosed
2023-08-29,Ravens,,• Nick Moore (Robert),placed on reserve/non-football injury list with torn Achilles tendon
2023-08-29,Seahawks,,• Austin Faoliu,placed on reserve/physically unable to perform list with knee injury
2023-08-29,Seahawks,,• Bryan Mone,placed on reserve/physically unable to perform list recovering from torn ACL in left knee
2023-08-29,Texans,,• Charlie Heck,placed on reserve/physically unable to perform list with undisclosed
2023-08-29,Texans,,• Kenyon Green,placed on IR with shoulder injury
2023-08-29,Texans,• Alex Bachman,,activated from IR
2023-08-29,Titans,,• Caleb Farley,placed on reserve/physically unable to perform list with back injury
2023-08-29,Bears,• Jared Pinkney,,activated from IR
2023-08-29,Dolphins,• Myles Dorn,,activated from IR
2023-08-29,Eagles,• Tyrie Cleveland,,activated from IR
2023-08-30,Bears,,• Gabe Houy,placed on IR with leg injury
2023-08-30,Bears,,• Joe Reed,placed on IR with undisclosed
2023-08-30,Bears,,• Trestan Ebner,placed on IR with concussion
2023-08-30,Broncos,,• Christopher Allen,placed on IR with groin injury
2023-08-30,Browns,,• Anthony Schwartz,placed on IR with hamstring injury
2023-08-30,Buccaneers,,• Dominique Dafney,placed on IR with undisclosed
2023-08-30,Buccaneers,,• Don Gardner / Donnie Gardner,placed on IR with undisclosed
2023-08-30,Buccaneers,,• Kedrick Whitehead,placed on IR with undisclosed
2023-08-30,Cardinals,,• Kyler McMichael,placed on IR with undisclosed
2023-08-30,Chargers,,• Amechi Uzodinma II,placed on IR with undisclosed
2023-08-30,Chargers,,• Blake Lynch,placed on IR with undisclosed
2023-08-30,Chargers,,• Darrius Shepherd,placed on IR with undisclosed
2023-08-30,Chargers,,• Milton Wright,placed on IR with undisclosed
2023-08-30,Chiefs,,• Jerome Carvin,placed on IR with undisclosed
2023-08-30,Chiefs,,• Nikko Remigio,placed on IR with undisclosed
2023-08-30,Chiefs,,• Olakunle Fatukasi,placed on IR with undisclosed
2023-08-30,Eagles,,• Trey Sermon,placed on IR with undisclosed
2023-08-30,Giants,,• Jack Anderson (b),placed on IR with undisclosed
2023-08-30,Giants,,• Wyatt Davis,placed on IR with undisclosed
2023-08-30,Giants,,• Zyon Gilbert,placed on IR with undisclosed
2023-08-30,Jaguars,,• Jaray Jenkins,placed on IR with surgery on foot
2023-08-30,Lions,,• Jermar Jefferson,placed on IR
2023-08-30,Packers,,• Broughton Hatcher / B.R. Hatcher,placed on IR with undisclosed
2023-08-30,Packers,,• Lew Nichols III,placed on IR with shoulder injury
2023-08-30,Packers,,• Tyler Goodson,placed on IR with shoulder injury
2023-08-30,Panthers,,• Mac McCain III,placed on IR with undisclosed
2023-08-30,Patriots,,• Diego Fagot,placed on IR with undisclosed
2023-08-30,Raiders,,• Chris Lacy (b. 1996-01-28),placed on IR with undisclosed
2023-08-30,Rams,,• DeAndre Square,placed on IR with undisclosed
2023-08-30,Rams,,• Rashad Torrence II,placed on IR with undisclosed
2023-08-30,Rams,,• Ryan Smenda Jr.,placed on IR with undisclosed
2023-08-30,Seahawks,,• Joey Blount,placed on IR with undisclosed
2023-08-30,Seahawks,,• Vi Jones (b. 1998-05-05),placed on IR with undisclosed
2023-08-30,Texans,,• Keaton Sutherland,placed on IR with undisclosed
2023-08-30,Texans,,• Roy Lopez,placed on IR with hamstring injury
2023-08-30,Titans,,• Alize Mack,placed on IR with undisclosed
2023-08-30,Titans,,• Tyler Shelvin,placed on IR with undisclosed
2023-08-30,Vikings,,• Abraham Beauplan,placed on IR with undisclosed
2023-08-30,Vikings,,• Tay Gowan,placed on IR with undisclosed
2023-08-30,Chargers,,• Matt Kaskey,placed on IR with undisclosed
2023-08-30,Giants,• Vernon Butler,,activated from IR
2023-08-30,Raiders,• Jacob Hollister,,activated from IR
2023-08-30,Seahawks,,• Jonathan Sutherland,placed on IR with undisclosed
2023-08-30,Titans,,• Jonathan Ward,placed on IR with undisclosed
2023-08-30,Titans,,• Josh Thompson (b. 1998-10-20),placed on IR with undisclosed
2023-08-30,Chargers,• Matt Kaskey,,activated from IR
2023-08-30,Titans,• Jonathan Ward,,activated from IR
2023-08-30,Seahawks,• Jonathan Sutherland,,activated from IR
2023-08-30,Titans,• Josh Thompson (b. 1998-10-20),,activated from IR
2023-08-31,49ers,,• Danny Gray,placed on IR with sprained shoulder
2023-08-31,49ers,,• Robert Beal Jr.,placed on IR with hamstring injury
2023-08-31,Bears,,• Doug Kramer,placed on IR with undisclosed injury
2023-08-31,Bears,,• Teven Jenkins,placed on IR with leg injury
2023-08-31,Bills,,• Baylon Spector,placed on IR with hamstring injury
2023-08-31,Bills,,• Justin Shorter,placed on IR with hamstring injury
2023-08-31,Broncos,,• Alex Palczewski,placed on IR with hand injury
2023-08-31,Broncos,,• K'Waun Williams,placed on IR with surgery on left ankle
2023-08-31,Broncos,,• P.J. Locke,placed on IR with leg injury
2023-08-31,Browns,,• Jordan Kunaszyk,placed on IR with torn MCL in knee
2023-08-31,Cardinals,,• Dennis Daley,placed on IR with ankle injury
2023-08-31,Cardinals,,• Myjai Sanders,placed on IR with hand injury
2023-08-31,Colts,,• Jelani Woods,placed on IR with hamstring injury
2023-08-31,Commanders,,• Efe Obada,placed on IR with undisclosed injury
2023-08-31,Commanders,,• Phidarian Mathis,placed on IR with calf injury
2023-08-31,Cowboys,,• Matt Waletzko,placed on IR with shoulder injury
2023-08-31,Cowboys,,• Nahshon Wright,placed on IR with high ankle sprain
2023-08-31,Dolphins,,• Jalen Ramsey,placed on IR recovering from surgery on left knee to repair torn meniscus
2023-08-31,Dolphins,,• Jeff Wilson Jr.,placed on IR with various injuries
2023-08-31,Dolphins,,• Robert Jones (e),placed on IR with sprained MCL in knee
2023-08-31,Jaguars,,• Cooper Hodges,placed on IR with patellar tendon injury in knee
2023-08-31,Jaguars,,• Davon Hamilton,placed on IR with back injury
2023-08-31,Jets,,• Carter Warren,placed on IR with torn meniscus in knee
2023-08-31,Jets,,• Kenny Yeboah,placed on IR with hamstring injury
2023-08-31,Lions,,• Julian Okwara,placed on IR with undisclosed injury
2023-08-31,Packers,,• Luke Tenuta,placed on IR with ankle injury
2023-08-31,Panthers,,• Stephen Sullivan,placed on IR with hip injury
2023-08-31,Patriots,,• Tyquan Thornton,placed on IR with shoulder injury
2023-08-31,Ravens,,• Damarion Williams,placed on IR with ankle injury
2023-08-31,Ravens,,• Keaton Mitchell,placed on IR with shoulder injury
2023-08-31,Ravens,,• Malik Hamm,placed on IR with undisclosed injury
2023-08-31,Texans,,• Cameron Johnston,placed on IR with calf injury
2023-08-31,Texans,,• Juice Scruggs,placed on IR with hamstring injury
2023-08-31,Titans,,• Kyle Philips,placed on IR with MCL injury in knee
2023-08-31,Vikings,,• Kene Nwangwu,placed on IR with leg injury
2023-08-31,Bears,• Gabe Houy,,activated from IR
2023-08-31,Bears,• Trestan Ebner,,activated from IR
2023-08-31,Cardinals,• Lachavious Simmons,,activated from IR
2023-08-31,Chargers,• Blake Lynch,,activated from IR
2023-08-31,Commanders,• Kyric McGowan,,activated from IR
2023-08-31,Giants,• Zyon Gilbert,,activated from IR
2023-08-31,Seahawks,• Joey Blount,,activated from IR
2023-09-01,Rams,,• Ochaun Mathis,placed on IR with knee injury
2023-09-01,Bills,• Matt Barkley,,activated from IR
2023-09-01,Chargers,• Darrius Shepherd,,activated from IR
2023-09-01,Chiefs,• Olakunle Fatukasi,,activated from IR
2023-09-01,Commanders,• Jonathan Williams (b. 1994-02-02),,activated from IR
2023-09-01,Panthers,• Marquez Stevenson,,activated from IR
2023-09-01,Patriots,• Diego Fagot,,activated from IR
2023-09-01,Texans,• Tyree Gillespie,,activated from IR
2023-09-04,Panthers,,• Marquis Haynes,placed on IR with back injury
2023-09-04,Patriots,,• Riley Reiff,placed on IR with knee injury
2023-09-04,Seahawks,,• Dareke Young,placed on IR with abductor injury in hip
2023-09-04,Broncos,• Christopher Allen,,activated from IR
2023-09-04,Buccaneers,• Dominique Dafney,,activated from IR
2023-09-04,Buccaneers,• Kedrick Whitehead,,activated from IR
2023-09-04,Giants,• Jack Anderson (b),,activated from IR
2023-09-04,Jaguars,• Jaray Jenkins,,activated from IR
2023-09-04,Raiders,• Chris Lacy (b. 1996-01-28),,activated from IR
2023-09-04,Rams,• Rashad Torrence II,,activated from IR
2023-09-04,Texans,• Keaton Sutherland,,activated from IR
2023-09-04,Texans,• Roy Lopez,,activated from IR
2023-09-04,Titans,• Alize Mack,,activated from IR
2023-09-05,49ers,• A.J. Parker,,activated from IR
2023-09-05,49ers,• Zane Gonzalez,,activated from IR
2023-09-05,Buccaneers,• Don Gardner / Donnie Gardner,,activated from IR
2023-09-05,Raiders,• Isaiah Zuber,,activated from IR
2023-09-05,Raiders,• Jordan Perryman,,activated from IR
2023-09-05,Vikings,• Abraham Beauplan,,activated from IR
2023-09-06,Rams,,• Shaun Jolly,placed on IR with undisclosed injury
2023-09-06,Texans,,• Tytus Howard,placed on IR with surgery on hand to repair fracture
2023-09-06,49ers,• Tayler Hawkins,,activated from IR
2023-09-06,Bears,• Dante Pettis,,activated from IR
2023-09-06,Bears,• Isaiah Ford,,activated from IR
2023-09-06,Chiefs,• Jerome Carvin,,activated from IR
2023-09-06,Colts,• Ricky Seals-Jones,,activated from IR
2023-09-06,Dolphins,• Eric Saubert,,activated from IR
2023-09-06,Jets,• Jimmy Moreland,,activated from IR
2023-09-06,Lions,• Jermar Jefferson,,activated from IR
2023-09-06,Packers,• Broughton Hatcher / B.R. Hatcher,,activated from IR
2023-09-06,Packers,• Tarvarius Moore,,activated from IR
2023-09-06,Packers,• Tyler Goodson,,activated from IR
2023-09-06,Seahawks,• Vi Jones (b. 1998-05-05),,activated from IR
2023-09-07,Chargers,• Milton Wright,,activated from IR
2023-09-07,Packers,• Lew Nichols III,,activated from IR
2023-09-07,Rams,• Ryan Smenda Jr.,,activated from IR
2023-09-07,Titans,• Tyler Shelvin,,activated from IR
2023-09-07,Vikings,• Tay Gowan,,activated from IR
2023-09-08,Commanders,,• Dax Milne,placed on IR with groin injury
2023-09-08,Raiders,,• Brandon Facyson,placed on IR with shin injury
2023-09-08,Colts,• JoJo Domann,,activated from IR
2023-09-08,Falcons,• Cornell Armstrong,,activated from IR
2023-09-08,Jaguars,• Josh Wells,,activated from IR
2023-09-08,Patriots,• Conor McDermott,,activated from IR
2023-09-08,Rams,• Shaun Jolly,,activated from IR
2023-09-09,Patriots,,• Jack Jones (b. 1997-12-20),placed on IR with hamstring injury
2023-09-09,Rams,,• Cooper Kupp,placed on IR with hamstring injury
2023-09-09,Rams,,• Hunter Long,placed on IR with thigh injury
2023-09-09,Saints,,• Tre'Quan Smith,placed on IR with groin injury
2023-09-09,Seahawks,,• Kenny McIntosh,placed on IR with sprained knee
2023-09-09,Rams,• DeAndre Square,,activated from IR
2023-09-11,Broncos,• Forrest Merrill,,activated from IR
2023-09-12,Browns,,• Jack Conklin,"placed on IR with torn ACL, MCL in left knee"
2023-09-12,Eagles,,• Nakobe Dean,placed on IR with right foot injury
2023-09-12,Jets,,• Aaron Rodgers,placed on IR with torn left Achilles tendon
2023-09-12,Ravens,,• J.K. Dobbins,placed on IR with torn left Achilles tendon
2023-09-12,Bengals,• La'el Collins,,activated from reserve/physically unable to perform list
2023-09-12,Bengals,• Tautala Pesefea Jr.,,activated from IR
2023-09-12,Eagles,• Charleston Rambo,,activated from IR
2023-09-13,Broncos,,• Caden Sterns,placed on IR with knee injury
2023-09-13,Colts,,• Evan Hull,placed on IR with knee injury
2023-09-13,Panthers,,• Brady Christensen,placed on IR with biceps injury
2023-09-13,Rams,,• Stetson Bennett,placed on reserve/non-football injury list with undisclosed
2023-09-13,Saints,,• Payton Turner,placed on IR with surgery on toe
2023-09-13,Saints,,• Ryan Connelly,placed on practice squad IR with undisclosed injury
2023-09-13,Seahawks,,• Abraham Lucas,placed on IR with knee injury
2023-09-13,Texans,,• Hassan Ridgeway,placed on IR with calf injury
2023-09-13,Texans,,• Noah Brown,placed on IR with groin injury
2023-09-14,Bears,,• Kyler Gordon,placed on IR with hand injury
2023-09-14,Colts,,• Jack Anderson (b),placed on practice squad IR
2023-09-14,Steelers,,• Cameron Heyward / Cam Heyward,placed on IR with surgery on groin
2023-09-15,Panthers,,• Jaycee Horn,placed on IR with hamstring injury
2023-09-15,Rams,,• Jason Taylor II,placed on IR with groin injury
2023-09-15,Eagles,• Trey Sermon,,activated from IR
2023-09-16,49ers,,• Samuel Womack,placed on IR with MCL injury in knee
2023-09-16,Broncos,,• Greg Dulcich,placed on IR with hamstring injury
2023-09-16,Cardinals,,• L.J. Collier,placed on IR with biceps injury
2023-09-16,Jaguars,,• Gregory Junior,placed on IR with hamstring injury
2023-09-16,Lions,,• Joshua Paschal / Josh Paschal,placed on IR with knee injury
2023-09-16,Lions,,• Khalil Dorsey,placed on IR with illness
2023-09-18,Cardinals,,• Budda Baker,placed on IR with hamstring injury
2023-09-18,Steelers,,• Anthony McFarland Jr.,placed on IR with knee injury
2023-09-18,Steelers,,• Diontae Johnson,placed on IR with hamstring injury
2023-09-19,Lions,,• Chauncey Gardner-Johnson / C.J. Gardner-Johnson,placed on IR with pectoral muscle injury
2023-09-19,Lions,,• James Houston,placed on IR with fractured ankle
2023-09-19,Panthers,,• Shaq Thompson,placed on IR with fractured fibula in right leg
2023-09-19,Ravens,,• Ar'Darius Washington,placed on IR with chest injury
2023-09-19,Vikings,,• Olisaemeka Udoh / Oli Udoh,placed on IR with torn quadriceps tendon
2023-09-19,Bengals,• Marvell Tell III,,activated from IR
2023-09-19,Browns,• Anthony Schwartz,,activated from IR
2023-09-19,Browns,• Thakarius Keyes / Ty Keyes / BoPete Keyes,,activated from IR
2023-09-19,Panthers,• Mac McCain III,,activated from IR
2023-09-20,Bears,,• Braxton Jones,placed on IR with neck injury
2023-09-20,Browns,,• Nick Chubb,placed on IR with left knee injury
2023-09-20,Buccaneers,,• Chase Edmonds,placed on IR with sprained MCL in knee
2023-09-20,Eagles,,• Avonte Maddox,placed on IR with torn pectoral muscle
2023-09-20,Seahawks,,• Mike Morris (Jr.),placed on IR with shoulder injury
2023-09-21,Vikings,,• Jalen Nailor,placed on IR with hamstring injury
2023-09-22,Patriots,,• Marcus Jones Jr.,placed on IR with torn labrum in shoulder
2023-09-22,Titans,,• Kearis Jackson,placed on IR with ankle injury
2023-09-22,Titans,,• Hassan Haskins,placed on IR with undisclosed injury
2023-09-23,Bears,,• Khalid Kareem,placed on IR with hip injury
2023-09-23,Cardinals,,• Carlos Watkins,placed on IR with biceps injury
2023-09-23,Chiefs,,• Richie James,placed on IR with knee injury
2023-09-23,Cowboys,,• Trevon Diggs,placed on IR with torn ACL in left knee
2023-09-23,Jets,,• Duane Brown,"placed on IR with various injuries / shoulder, hip injuries"
2023-09-23,Saints,,• Jamaal Williams,placed on IR with hamstring injury
2023-09-23,Texans,,• Derek Stingley Jr.,placed on IR with hamstring injury
2023-09-25,Ravens,,• Tylan Wallace,placed on IR with hamstring injury
2023-09-25,Jaguars,,• Leonard Taylor,placed on IR with undisclosed injury
2023-09-26,Chargers,,• Mike Williams (K.),placed on IR with torn ACL in left knee
2023-09-26,Falcons,,• Troy Andersen,placed on IR with shoulder injury / pectoral injury
2023-09-26,Patriots,,• Daniel Ekuale,placed on IR with torn biceps
2023-09-26,Titans,,• Julius Chestnut,placed on IR with hamstring injury
2023-09-26,Titans,,• Mike Brown (b. 1999-04-07),placed on IR with undisclosed injury
2023-09-26,Saints,• Tre'Quan Smith,,activated from IR
2023-09-26,Seahawks,• Ra'Shaun Henry,,activated from IR
2023-09-27,Chiefs,,• Prince Tega Wanogho / Prince Wanogho,placed on IR with torn quadriceps
2023-09-28,Lions,,• Matt Nelson,placed on IR with ankle injury
2023-09-28,Packers,,• David Bakhtiari,placed on IR with left knee injury
2023-09-29,Bears,,• Josh Blackwell,placed on IR with hamstring injury
2023-09-29,Bengals,,• Charlie Jones (b. 1998-10-29),placed on IR with thumb injury
2023-09-29,Dolphins,,• Erik Ezukanma,placed on reserve/non-football injury list with neck injury
2023-09-29,Dolphins,,• River Cracraft,placed on IR with shoulder injury
2023-09-30,Chargers,,• Corey Linsley,placed on reserve/non-football injury list with illness
2023-09-30,Chargers,,• J.T. Woods,placed on reserve/non-football injury list with undisclosed
2023-09-30,Raiders,,• Curtis Bolton,placed on IR with knee injury
2023-09-30,Ravens,,• David Ojabo,"placed on IR with ankle, knee injuries / various injuries"
2023-10-03,Bears,• Buddy Johnson,,activated from IR
2023-10-04,Colts,,• Dallis Flowers,placed on IR with torn Achilles tendon
2023-10-04,Falcons,,• Josh Ali,placed on IR with ankle injury
2023-10-04,Texans,,• Kendrick Green,placed on IR with torn meniscus in right knee
2023-10-05,Bears,• Teven Jenkins,,activated from IR
2023-10-06,Dolphins,,• Terron Armstead,placed on IR with knee injury
2023-10-06,Rams,• Cooper Kupp,,activated from IR
2023-10-07,Bills,,• Tre'Davious White,placed on IR with torn right Achilles tendon
2023-10-07,Bills,• Von Miller,,activated from reserve/physically unable to perform list
2023-10-07,Broncos,• P.J. Locke,,activated from IR
2023-10-07,Colts,• Jonathan Taylor,,activated from reserve/physically unable to perform list
2023-10-07,Eagles,,• Cam Jurgens,placed on IR with foot injury
2023-10-07,Jaguars,,• Parker Washington,placed on IR with knee injury
2023-10-07,Lions,,• Jason Cabinda,placed on IR with knee injury
2023-10-07,Lions,• Julian Okwara,,activated from IR
2023-10-07,Patriots,,• Christian Gonzalez,placed on IR recovering from surgery on right shoulder to repair labrum
2023-10-07,Patriots,• Riley Reiff,,activated from IR
2023-10-07,Rams,• Ochaun Mathis,,activated from IR
2023-10-07,Ravens,,• Daryl Worley,placed on IR with shoulder injury
2023-10-07,Texans,• Cameron Johnston,,activated from IR
2023-10-07,Texans,• Tytus Howard,,activated from IR
2023-10-07,Titans,• Kyle Philips,,activated from IR
2023-10-09,Falcons,• Penny Hart,,activated from IR
2023-10-10,Cardinals,,• James Conner,placed on IR with knee injury
2023-10-10,Commanders,,• Darrick Forrest,placed on IR with fractured shoulder
2023-10-10,Commanders,,• Jeremy Reaves,placed on IR with partially torn ACL in knee
2023-10-10,Giants,• Cole Beasley,,activated from practice squad IR
2023-10-10,Rams,,• Bobby Brown III,placed on IR with sprained MCL in knee
2023-10-11,Bills,,• DaQuan Jones,placed on IR with torn pectoral muscle
2023-10-11,Bills,,• Matt Milano,"placed on IR with fractured right leg, knee"
2023-10-11,Colts,,• Anthony Richardson,placed on IR with sprained AC joint in right shoulder
2023-10-11,Dolphins,,• De'Von Achane,placed on IR with knee injury
2023-10-11,Jets,,• Alijah Vera-Tucker,placed on IR with torn Achilles tendon
2023-10-11,Vikings,,• Justin Jefferson,placed on IR with right hamstring injury
2023-10-11,Vikings,,• Nick Mullens,placed on IR with back injury
2023-10-12,Broncos,• Greg Dulcich,,activated from IR
2023-10-12,Cowboys,,• Peyton Hendershot,placed on IR with ankle injury
2023-10-13,Bears,,• Equanimeous St. Brown,placed on IR with hamstring injury
2023-10-13,Bears,,• Khalil Herbert,placed on IR with ankle injury
2023-10-13,Eagles,,• Justin Evans (b. 1995-08-26),placed on IR with knee injury
2023-10-14,Bears,• Kyler Gordon,,activated from IR
2023-10-14,Bills,• Baylon Spector,,activated from IR
2023-10-14,Cardinals,• Dennis Daley,,activated from IR
2023-10-14,Commanders,• Efe Obada,,activated from IR
2023-10-14,Dolphins,• Robert Jones (e),,activated from IR
2023-10-14,Eagles,,• Quez Watkins,placed on IR with hamstring injury
2023-10-14,Eagles,• Nakobe Dean,,activated from IR
2023-10-14,Giants,,• Azeez Ojulari,placed on IR with ankle injury
2023-10-14,Jaguars,,• Christian Braswell,placed on IR with hamstring injury (out for season)
2023-10-14,Jaguars,• Dawuane Smoot,,activated from reserve/physically unable to perform list
2023-10-14,Jets,,• Justin Hardee,placed on IR recovering from surgery on hamstring
2023-10-14,Jets,• Carter Warren,,activated from IR
2023-10-14,Lions,,• Emmanuel Moseley,placed on IR with torn ACL in right knee
2023-10-14,Lions,,• Zonovan Knight / Bam Knight,placed on IR with shoulder injury
2023-10-14,Lions,• Khalil Dorsey,,activated from IR
2023-10-14,Panthers,,• Ian Thomas (c),placed on IR with calf injury
2023-10-14,Patriots,,• Matthew Judon / Matt Judon,placed on IR with biceps/elbow injury
2023-10-14,Patriots,,• Tyrone Wheatley Jr.,placed on IR with knee injury
2023-10-14,Patriots,• Tyquan Thornton,,activated from IR
2023-10-14,Ravens,• Keaton Mitchell,,activated from IR
2023-10-14,Saints,,• Adam Prentice,placed on IR with knee injury
2023-10-14,Seahawks,,• Coby Bryant,placed on IR with toe injury
2023-10-14,Texans,• Noah Brown,,activated from IR
2023-10-16,Cowboys,,• C.J. Goodwin,placed on IR with torn pectoral muscle
2023-10-16,Cowboys,,• Leighton Vander Esch,"placed on IR with concussion, neck injury"
2023-10-16,Cowboys,• Nahshon Wright,,activated from IR
2023-10-16,Commanders,• Kaden Smith,,activated from IR
2023-10-17,Browns,,• Michael Dunn,placed on IR with calf injury
2023-10-17,Colts,• Jack Anderson (b),,activated from practice squad IR
2023-10-17,Giants,,• Joshua Ezeudu,placed on IR with right toe injury
2023-10-18,Chargers,,• Raheem Layne,placed on IR with torn ACL in knee
2023-10-18,Raiders,,• Roderic Teamer,placed on IR with hamstring injury
2023-10-18,Rams,,• Ronnie Rivers,placed on IR with sprained PCL in knee
2023-10-18,Texans,,• Eric Murray,placed on IR with knee injury
2023-10-18,Vikings,,• Marcus Davenport,placed on IR with sprained left ankle
2023-10-19,Giants,,• Shane Lemieux,placed on IR with torn biceps
2023-10-19,Saints,• Jamaal Williams,,activated from IR
2023-10-20,Bills,,• Damien Harris,"placed on IR with concussion, neck injury"
2023-10-20,Dolphins,,• Christopher Brooks / Chris Brooks (b),placed on IR with ankle injury
2023-10-21,Bears,• Doug Kramer,,activated from IR
2023-10-21,Broncos,,• Greg Dulcich,placed on IR with hamstring injury
