Date,Team,Acquired,Relinquished,Notes
2019-07-26,Vikings,,• Shamar Stephen,placed on non-football injury list
2019-07-26,Vikings,,• Tashawn Bower,placed on active/non-football injury list
2019-07-27,Cardinals,• Brooks Reed,,activated from physically unable to perform list
2019-07-28,Texans,,• Isaac Whitney,placed on IR with wrist injury
2019-07-28,Buccaneers,• Jalen Allison,,activated from IR
2019-07-28,Buccaneers,• Xavier Ubosi,,activated from IR
2019-07-29,Browns,,• Lo Falemaka,placed on IR with shoulder injury
2019-07-29,Buccaneers,,• Troy Niklas,placed on IR with leg injury
2019-07-29,Buccaneers,• Jack Cichy,,activated from physically unable to perform list
2019-07-29,Chargers,,• Dylan Cantrell,placed on IR with shoulder injury
2019-07-29,Chargers,,• Fred Trevillion,placed on IR with hamstring injury
2019-07-29,Chiefs,• Armani Watts,,activated from physically unable to perform list
2019-07-29,Texans,• Justin Reid,,activated from non-football injury list
2019-07-29,Vikings,• Brandon Zylstra,,activated from physically unable to perform list
2019-07-30,49ers,• Jimmie Ward,,activated from physically unable to perform list
2019-07-30,Bears,• Ha Ha Clinton-Dix,,activated from physically unable to perform list
2019-07-30,Bears,• T.J. Clemmings,,activated from physically unable to perform list
2019-07-30,Bengals,• Clark Harris,,activated from physically unable to perform list
2019-07-30,Cardinals,• Dante Booker (b. 1995-10-02),,activated from physically unable to perform list
2019-07-30,Cardinals,• Jeremy Vujnovich,,activated from physically unable to perform list
2019-07-30,Cowboys,• Chris Covington,,activated from physically unable to perform list
2019-07-30,Saints,,• Javorius Allen / Buck Allen,placed on IR with undisclosed injury
2019-07-31,Dolphins,• Dwayne Allen,,activated from physically unable to perform list
2019-07-31,Jets,,• Toa Lobendahn,placed on physically unable to perform list with undisclosed injury
2019-07-31,Jets,• Brandon Bryant,,activated from physically unable to perform list
2019-07-31,Saints,,• Christian Campbell / Chris Campbell (1995-11-27),placed on IR with undisclosed injury
2019-07-31,Texans,• Kahale Warring,,activated from non-football injury list
2019-07-31,Texans,• Walter Palmore,,activated from non-football injury list
2019-07-31,Titans,,• Cameron Batson,placed on IR with undisclosed injury
2019-08-01,Buccaneers,,• Orion Stewart,placed on IR with torn ACL in knee
2019-08-01,Packers,,• Javien Hamilton,placed on IR with hamstring injury
2019-08-01,Redskins,,• Casey Dunn,placed on IR with undisclosed injury
2019-08-01,Steelers,,• Alexander Myres / Alex Myres,placed on reserve/non-football injury list
2019-08-02,Bengals,• Billy Price,,activated from physically unable to perform list
2019-08-02,Colts,,• Spencer Ware,placed on reserve/physically unable to perform list with ankle injury
2019-08-02,Cowboys,,• Andrew Dowell,placed on IR with hamstring injury
2019-08-02,Giants,• Darius Slayton,,activated from non-football injury list
2019-08-02,Jaguars,,• Michael Colubiale,placed on IR with concussion
2019-08-02,Jaguars,,• Taj McGowan,placed on IR with knee injury
2019-08-02,Panthers,,• Brandon Chubb,placed on IR with knee injury
2019-08-02,Panthers,,• Dorian Johnson,placed on IR with undisclosed injury
2019-08-02,Steelers,,• Herb Waters,placed on IR with undisclosed injury
2019-08-02,Vikings,• Shamar Stephen,,activated from non-football injury list
2019-08-02,Patriots,,• Cameron Meredith,placed on active/physically unable to perform list
2019-08-03,49ers,,• Kapron Lewis-Moore,placed on IR with groin injury
2019-08-03,Broncos,,• Billy Winn,placed on IR with triceps injury
2019-08-03,Browns,,• Blake Jackson (b. 1994-03-07),placed on IR with knee injury
2019-08-03,Chargers,,• Cole Toner,placed on IR with undisclosed injury
2019-08-03,Chargers,,• Tre'von Johnson,placed on IR with undisclosed injury
2019-08-03,Giants,,• Mark McLaurin,placed on IR with fractured foot
2019-08-03,Redskins,• Jordan Brailford,,activated from physically unable to perform list
2019-08-04,Bears,,• Josh Simmons,placed on IR with undisclosed injury
2019-08-04,Buccaneers,• David Kenney,,activated from physically unable to perform list
2019-08-04,Colts,,• Billy Brown (b. 1993-03-20),placed on IR with undisclosed injury
2019-08-04,Giants,,• Alex Jenkins,placed on IR with calf injury
2019-08-04,Jets,,• Temuchin Hodges / Bucky Hodges,placed on IR with hamstring injury
2019-08-04,Lions,• Darius Kilgo,,activated from non-football injury list
2019-08-04,Saints,,• Rob Kelley,placed on IR with undisclosed injury
2019-08-04,Seahawks,,• Justin Johnson,placed on IR with Achilles injury
2019-08-04,Seahawks,,• Tyrone Swoopes,placed on IR with leg injury
2019-08-05,Dolphins,,• Mike Hull (Thomas),placed on reserve/physically unable to perform list with knee injury
2019-08-05,Jets,,• Jeremy Clark (b. 1994-06-29),placed on IR with hamstring injury
2019-08-05,Jets,,• Tyler Jones (b. 1995-10-27),placed on IR with calf injury
2019-08-05,Seahawks,• Delano Hill,,activated from physically unable to perform list
2019-08-05,Saints,• Rob Kelley,,activated from IR
2019-08-06,49ers,• Jerick McKinnon,,activated from physically unable to perform list
2019-08-06,Bills,,• LaAdrian Waddle,placed on IR with torn quadriceps
2019-08-06,Chargers,• Jatavis Brown,,activated from physically unable to perform list
2019-08-06,Eagles,,• Joe Ostman,placed on IR with torn ACL in knee
2019-08-06,Falcons,,• Kurt Benkert,placed on IR with toe injury
2019-08-06,Lions,• Tommylee Lewis,,activated from physically unable to perform list
2019-08-06,Browns,• Blake Jackson (b. 1994-03-07),,activated from IR
2019-08-06,Buccaneers,• Troy Niklas,,activated from IR
2019-08-07,Colts,,• Steve Ishmael,placed on IR with knee injury
2019-08-07,Eagles,,• Casey Tucker,placed on IR with concussion
2019-08-07,Lions,,• Tarvarus McFadden,placed on IR with undisclosed injury
2019-08-07,Packers,,• Jason Spriggs,placed on IR with back injury
2019-08-07,Steelers,,• Derrek Thomas,placed on IR with undisclosed injury
2019-08-07,Chargers,• Cole Toner,,activated from IR
2019-08-07,Buccaneers,,• Michael Liedtke / Mike Liedtke,placed on IR with shoulder injury
2019-08-08,Bengals,,• Niles Scott,placed on IR with foot injury
2019-08-08,Buccaneers,,• D'Cota Dixon,placed on IR with undisclosed injury
2019-08-08,Cardinals,,• Vincent Valentine,placed on IR with undisclosed injury
2019-08-08,Chiefs,,• Keith Reaser,placed on IR with torn Achilles tendon
2019-08-08,Dolphins,,• Robert Nkemdiche,placed on active/physically unable to perform list
2019-08-08,Packers,,• Ibraheim Campbell,placed on active/physically unable to perform list
2019-08-09,Cowboys,,• Derrick Puni,placed on IR with undisclosed injury
2019-08-09,Cowboys,,• Lance Lenoir,placed on IR with knee injury
2019-08-09,Packers,,• Kendall Donnerson,placed on IR with hamstring injury
2019-08-09,Saints,,• Matt Dayes,placed on IR with undisclosed injury
2019-08-09,Seahawks,,• Davante Davis,placed on IR with undisclosed injury
2019-08-09,Steelers,,• Ralph Webb,placed on IR with undisclosed injury
2019-08-09,Packers,• Javien Hamilton,,activated from IR
2019-08-09,Panthers,• Brandon Chubb,,activated from IR
2019-08-09,Saints,• Javorius Allen / Buck Allen,,activated from IR
2019-08-10,Bills,,• E.J. Gaines,placed on IR with groin injury
2019-08-10,Bills,,• Robert Thomas II,placed on IR with knee injury
2019-08-10,Broncos,,• Austin Fort,placed on IR with torn ACL in knee
2019-08-10,Chiefs,,• David Wells,placed on IR with undisclosed injury
2019-08-10,Jaguars,,• James Onwualu,placed on IR with knee injury
2019-08-10,Jaguars,,• Marcus Simms,placed on IR with concussion
2019-08-10,Lions,,• Darius Kilgo,placed on IR with leg injury
2019-08-10,Lions,,• Jermaine Kearse,placed on IR with fractured left leg
2019-08-10,Lions,• Trey Flowers,,activated from physically unable to perform list
2019-08-10,Packers,• Josh Jackson,,activated from physically unable to perform list
2019-08-10,Panthers,,• Dillon Gordon,placed on IR with shoulder injury
2019-08-10,Saints,,• Ulrick John,placed on IR with undisclosed injury
2019-08-10,Texans,,• Ira Savage-Lewis / Ira Lewis,placed on IR with concussion
2019-08-10,Texans,• DeAndre Carter,,activated from physically unable to perform list
2019-08-10,Titans,,• D'Andre Walker,placed on IR with undisclosed injury
2019-08-10,Titans,• Jurrell Casey,,activated from physically unable to perform list
2019-08-10,Lions,• Tarvarus McFadden,,activated from IR
2019-08-11,Buccaneers,,• Bryant Mitchell,placed on IR with torn left Achilles tendon
2019-08-11,Cardinals,• Brandon Williams (b. 1992-09-09),,activated from physically unable to perform list
2019-08-11,Cardinals,• Charles Clay (b. 1989-02-13),,activated from physically unable to perform list
2019-08-11,Jaguars,,• Roc Thomas,placed on IR with undisclosed injury
2019-08-11,Jets,• Marcus Maye,,activated from physically unable to perform list
2019-08-11,Raiders,,• D.J. Killings,placed on IR with torn pectoral muscle
2019-08-11,Texans,,• Chris Landrum,placed on IR with undisclosed injury
2019-08-11,Titans,,• Cody Conway,placed on IR with undisclosed injury
2019-08-11,Titans,,• Riley Bullough,placed on IR with elbow injury
2019-08-12,49ers,,• Shon Coleman,"placed on IR with fractured right fibula, dislocated right ankle"
2019-08-12,Jaguars,• Cam Robinson,,activated from physically unable to perform list
2019-08-12,Lions,,• Tre Lamar,placed on IR with undisclosed injury
2019-08-12,Redskins,,• Josh Woodrum,placed on IR with torn pectoral muscle
2019-08-12,49ers,• Kapron Lewis-Moore,,activated from IR
2019-08-12,Jaguars,• Michael Colubiale,,activated from IR
2019-08-13,Dolphins,,• Jonathan Woodard,placed on IR with undisclosed injury
2019-08-13,Eagles,,• Shelton Gibson,placed on IR with ankle injury
2019-08-13,Giants,,• Amba Etta-Tawo,placed on IR with torn Achilles tendon
2019-08-13,Patriots,,• D'Angelo Ross,placed on IR with undisclosed injury
2019-08-13,Raiders,• (Alton) Keith Smith,,activated from non-football injury list
2019-08-13,Titans,,• Jordan Williams (Cornell),placed on IR with undisclosed injury
2019-08-13,Giants,• Alex Jenkins,,activated from IR
2019-08-13,Seahawks,• Tyrone Swoopes,,activated from IR
2019-08-14,Chargers,,• Andrew Vollert,placed on IR with torn ACL in knee
2019-08-14,Giants,,• Isaiah Searight,placed on IR with hamstring injury
2019-08-14,Seahawks,• Davante Davis,,activated from IR
2019-08-14,Steelers,• Derrek Thomas,,activated from IR
2019-08-15,Lions,• Damon Harrison,,activated from non-football injury list
2019-08-15,Saints,• Ulrick John,,activated from IR
2019-08-16,Titans,• Cody Conway,,activated from IR
2019-08-17,49ers,,• Greg Mabin,placed on IR with calf injury
2019-08-17,Jaguars,• Marqise Lee,,activated from physically unable to perform list
2019-08-17,Jets,,• Avery Williamson,placed on IR with torn ACL in right knee
2019-08-17,Raiders,• Denzelle Good,,activated from physically unable to perform list
2019-08-17,Texans,,• Jermaine Kelly,placed on IR with quadriceps injury
2019-08-18,Redskins,,• Myles Humphrey,placed on IR with knee injury
2019-08-18,Bills,• E.J. Gaines,,activated from IR
2019-08-18,Patriots,,• Josh Gordon,placed on non-football injury list
2019-08-19,Colts,,• D'Onta Foreman,placed on IR with torn biceps
2019-08-19,Colts,,• Daurice Fountain,placed on IR with fractured ankle
2019-08-19,Panthers,,• Jonathan Celestin,placed on IR with undisclosed injury
2019-08-19,Panthers,,• Norman Price,placed on IR with left leg injury
2019-08-19,Patriots,• Julian Edelman,,activated from physically unable to perform list
2019-08-19,Titans,• Jonnu Smith,,activated from physically unable to perform list
2019-08-19,Titans,• Ryan Succop,,activated from physically unable to perform list
2019-08-19,Packers,• Kendall Donnerson,,activated from IR
2019-08-19,Steelers,• Ralph Webb,,activated from IR
2019-08-20,Bills,,• Garrett McGhin,placed on IR with ankle injury
2019-08-20,Buccaneers,,• Shane Bowman,placed on IR with ankle injury
2019-08-20,Chiefs,,• Marcus Kemp,"placed on IR with torn ACL, MCL in knee"
2019-08-20,Cowboys,• Demarcus Lawrence,,activated from physically unable to perform list
2019-08-20,Patriots,• Demaryius Thomas,,activated from physically unable to perform list
2019-08-20,Seahawks,,• Demetrius Knox,placed on IR with knee/quadriceps injury
2019-08-20,Titans,,• Nigel Harris,placed on IR with undisclosed injury
2019-08-20,Bills,• Robert Thomas II,,activated from IR
2019-08-20,Jets,• Tyler Jones (b. 1995-10-27),,activated from IR
2019-08-20,Panthers,• Dorian Johnson,,activated from IR
2019-08-20,Titans,• Riley Bullough,,activated from IR
2019-08-21,Broncos,,• Horace Richardson,placed on IR with back injury
2019-08-21,Broncos,,• Johnathan Howard / Bug Howard,placed on IR with hand injury
2019-08-21,Browns,,• D.J. Montgomery,placed on IR with hamstring injury
2019-08-21,Chiefs,,• Davon Grayson,placed on IR with knee injury
2019-08-21,Dolphins,,• Saeed Blacknall,placed on IR with undisclosed injury
2019-08-21,Saints,,• Chris Clark,placed on IR with right leg injury
2019-08-21,Eagles,• Shelton Gibson,,activated from IR
2019-08-22,49ers,,• Shawn Poindexter,placed on IR with torn ACL in knee
2019-08-22,Saints,• Christian Campbell / Chris Campbell (1995-11-27),,activated from IR
2019-08-23,Broncos,,• Aaron Wallace (b),placed on IR with hamstring injury
2019-08-23,Steelers,,• Lavon Hooks,placed on IR with Achilles injury
2019-08-23,Titans,• Nigel Harris,,activated from IR
2019-08-24,Bills,• Garrett McGhin,,activated from IR
2019-08-24,Colts,• D'Onta Foreman,,activated from IR
2019-08-24,Texans,• Jermaine Kelly,,activated from IR
2019-08-25,Buccaneers,• Justin Evans (b. 1995-08-26),,activated from physically unable to perform list
2019-08-25,Cardinals,,• Hakeem Butler,placed on IR with hand injury
2019-08-25,Cardinals,,• Josh Shaw (James),placed on IR with shoulder injury
2019-08-25,Patriots,,• Brandon King (b. 1993-06-08),placed on IR with torn quadriceps
2019-08-25,Patriots,• Josh Gordon,,activated from non-football injury list
2019-08-25,Raiders,,• Doug Martin (Matthewbaran),placed on IR with shoulder injury
2019-08-25,Buccaneers,• Shane Bowman,,activated from IR
2019-08-26,49ers,,• Tim Harris Jr.,placed on IR with groin injury
2019-08-26,Buccaneers,,• Kahzin Daniels,placed on IR with knee injury
2019-08-26,Lions,• Steve Longa,,activated from physically unable to perform list
2019-08-26,Patriots,,• Keionta Davis,placed on IR with undisclosed injury
2019-08-26,Patriots,,• Maurice Harris,placed on IR with lower leg injury
2019-08-26,Saints,,• Garrett Griffin,placed on IR with undisclosed injury
2019-08-26,Saints,• Sheldon Rankins,,activated from active/physically unable to perform list
2019-08-26,Texans,,• David Steinmetz,placed on IR with fractured ankle
2019-08-26,Texans,,• Lamar Miller,"placed on IR with torn ACL, MCL in knee"
2019-08-26,Vikings,• Mike Hughes (b. 1997-02-11),,activated from physically unable to perform list
2019-08-26,49ers,• Greg Mabin,,activated from IR
2019-08-26,Jaguars,• Roc Thomas,,activated from IR
2019-08-26,Saints,• Chris Clark,,activated from IR
2019-08-27,49ers,• Weston Richburg,,activated from physically unable to perform list
2019-08-27,Chiefs,,• John Lovett (b. 1996-04-25),placed on IR with separated right shoulder
2019-08-27,Cowboys,,• Byron Jones (Philip),placed on active/physically unable to perform list
2019-08-27,Cowboys,• Byron Jones (Philip),,activated from active/physically unable to perform list
2019-08-27,Packers,,• Mike Tyson,placed on IR with undisclosed injury
2019-08-27,Seahawks,,• Kalan Reed,placed on IR with neck injury
2019-08-27,Seahawks,,• Nazair Jones,placed on IR with knee injury
2019-08-27,Broncos,• Aaron Wallace (b),,activated from IR
2019-08-27,Patriots,• Maurice Harris,,activated from IR
2019-08-27,Steelers,• Herb Waters,,activated from IR
2019-08-28,Bears,,• T.J. Clemmings,placed on IR with quadriceps injury
2019-08-28,Bills,,• Mike Love (b. 1994-01-22),placed on IR with pectoral injury
2019-08-28,Dolphins,,• Chase Allen (b. 1993-08-29),placed on IR with undisclosed injury
2019-08-28,Eagles,,• Charles Johnson (David) (b. 1989-02-27),placed on IR with ankle injury
2019-08-28,Panthers,,• Destiny Vaeao,placed on IR with quadriceps injury
2019-08-28,Steelers,,• Brian Allen (b. 1993-10-10),placed on IR with ankle injury
2019-08-28,Panthers,• Jonathan Celestin,,activated from IR
2019-08-28,Panthers,• Norman Price,,activated from IR
2019-08-29,Titans,,• Josh Smith (a),placed on IR with undisclosed injury
2019-08-30,Eagles,,• Richard Rodgers (Christopher),placed on IR with foot injury
2019-08-30,Jets,,• Brandon Bryant,placed on IR with concussion
2019-08-30,Panthers,,• Graham Gano,placed on IR with left knee injury
2019-08-30,Panthers,,• Kitt O'Brien,placed on IR with undisclosed injury
2019-08-30,Saints,,• Colton Jumper,placed on IR with undisclosed injury
2019-08-30,Saints,,• Josh Martin,placed on IR with shoulder injury
2019-08-30,Saints,,• Will Compton,placed on IR with ankle injury
2019-08-30,Broncos,• Johnathan Howard / Bug Howard,,activated from IR
2019-08-30,Cardinals,• Vincent Valentine,,activated from IR
2019-08-31,49ers,,• Garrett Celek,placed on reserve/physically unable to perform list with back injury / concussion
2019-08-31,49ers,,• Jerick McKinnon,placed on IR with knee injury
2019-08-31,49ers,,• Nick Williams (b. 1990-11-23),placed on IR with undisclosed injury
2019-08-31,Bears,,• Blake Blackmar,placed on IR with ankle injury
2019-08-31,Bears,,• Dax Raymond,placed on IR with head injury
2019-08-31,Bengals,,• Darqueze Dennard,placed on reserve/physically unable to perform list with knee injury
2019-08-31,Bengals,,• Jeff Driskel,placed on IR with hamstring injury
2019-08-31,Bengals,,• Jonah Williams (b. 1997-11-17),placed on reserve/physically unable to perform list with shoulder injury
2019-08-31,Bengals,,• Rodney Anderson,placed on IR with torn ACL in knee
2019-08-31,Bills,,• Senorise Perry,placed on IR with quadriceps injury
2019-08-31,Bills,,• Vosean Joseph,placed on IR with shoulder injury
2019-08-31,Broncos,,• Drew Lock,placed on IR with thumb injury
2019-08-31,Browns,,• Phillip Gaines,placed on IR with concussion
2019-08-31,Buccaneers,,• Jason Pierre-Paul,placed on reserve/non-football injury list with fractured neck
2019-08-31,Cardinals,,• Max Garcia,placed on reserve/physically unable to perform list with knee injury
2019-08-31,Chargers,,• Russell Okung,placed on reserve/non-football injury list with pulmonary embolism
2019-08-31,Chiefs,,• Breeland Speaks,placed on IR with knee injury
2019-08-31,Chiefs,,• Darius Harris,placed on reserve/non-football injury list with undisclosed injury
2019-08-31,Chiefs,,• Gehrig Dieter,placed on IR with back injury
2019-08-31,Cowboys,,• Chris Westry,placed on IR with ankle injury
2019-08-31,Cowboys,,• Cody Wichmann,placed on IR with calf injury
2019-08-31,Cowboys,,• Daniel Ross,placed on IR with shoulder injury
2019-08-31,Cowboys,,• Jalen Jelks,placed on IR with undisclosed injury
2019-08-31,Cowboys,,• Jon'Vea Johnson,placed on IR with shoulder injury
2019-08-31,Cowboys,,• Noah Brown,placed on reserve/physically unable to perform list with knee injury
2019-08-31,Dolphins,,• Cordrea Tankersley,placed on reserve/physically unable to perform list recovering from surgery on knee to repair torn ACL
2019-08-31,Dolphins,,• Robert Nkemdiche,placed on reserve/physically unable to perform list with knee injury
2019-08-31,Eagles,,• Aziz Shittu,placed on IR with head injury
2019-08-31,Eagles,,• Jalen Mills,placed on reserve/physically unable to perform list with foot injury
2019-08-31,Falcons,,• Matt Simms,placed on IR with undisclosed injury
2019-08-31,Giants,,• Brittan Golden,placed on IR with calf injury
2019-08-31,Giants,,• George Asafo-Adjei,placed on IR with concussion
2019-08-31,Giants,,• Jonathan Anderson,placed on IR with knee injury
2019-08-31,Giants,,• Rod Smith (b. 1992-01-10),placed on IR with adductor injury
2019-08-31,Giants,,• Scott Simonson,placed on IR with ankle injury
2019-08-31,Jaguars,,• Ben Ijalana,placed on IR with elbow injury
2019-08-31,Jaguars,,• Jake Ryan,placed on reserve/non-football injury list with knee injury
2019-08-31,Jaguars,,• Terrelle Pryor,placed on IR with hamstring injury
2019-08-31,Jets,,• Blessuan Austin / Bless Austin,placed on reserve/non-football injury list with knee injury
2019-08-31,Packers,,• Equanimeous St. Brown,placed on IR with ankle injury
2019-08-31,Packers,,• Greg Roberts (b. 1996-03-21),placed on reserve/physically unable to perform list with abdominal injury
2019-08-31,Packers,,• Ibraheim Campbell,placed on reserve/physically unable to perform list with knee injury
2019-08-31,Patriots,,• Cameron Meredith,placed on reserve/physically unable to perform list with knee injury
2019-08-31,Patriots,,• David Andrews,placed on IR with blood clot in lungs
2019-08-31,Patriots,,• Derek Rivers,placed on IR with undisclosed injury
2019-08-31,Patriots,,• Hjalte Froholdt,placed on IR with shoulder injury
2019-08-31,Patriots,,• Malik Gant,placed on IR with leg injury
2019-08-31,Patriots,,• Yodny Cajuste,placed on reserve/non-football injury list with quadriceps injury
2019-08-31,Raiders,,• Justin Ellis,placed on IR with knee injury
2019-08-31,Rams,,• Micah Kiser,placed on IR with pectoral muscle injury
2019-08-31,Ravens,,• Alvin Jones (b. 1994-12-02),placed on IR with undisclosed injury
2019-08-31,Ravens,,• Fish Smithson,placed on IR with undisclosed injury
2019-08-31,Ravens,,• Kenneth Dixon,placed on IR with undisclosed injury
2019-08-31,Ravens,,• Randin Crecelius,placed on IR with concussion
2019-08-31,Ravens,,• Tavon Young,placed on IR with neck injury
2019-08-31,Redskins,,• Alex Smith (D.),placed on reserve/physically unable to perform list with right leg injury
2019-08-31,Redskins,,• Bryce Love,placed on reserve/non-football injury list with knee injury
2019-08-31,Redskins,,• Danny Johnson (b. 1995-11-17),placed on reserve/physically unable to perform list with knee injury
2019-08-31,Saints,,• Cameron Tom,placed on IR with undisclosed injury
2019-08-31,Saints,,• Marcus Sherels,placed on IR with undisclosed injury
2019-08-31,Saints,,• Marshall Newhouse,placed on IR with undisclosed injury
2019-08-31,Seahawks,,• Demarcus Christmas,placed on reserve/physically unable to perform list with undisclosed injury
2019-08-31,Seahawks,,• Jordan Simmons,placed on IR with knee injury
2019-08-31,Seahawks,,• Phil Haynes,placed on reserve/physically unable to perform list with sports hernia
2019-08-31,Texans,,• Joe Webb,placed on IR with foot injury
2019-08-31,Titans,,• Jeffery Simmons,placed on reserve/non-football injury list with torn ACL in knee
2019-08-31,Vikings,,• David Morgan II,placed on reserve/physically unable to perform list with knee injury
2019-08-31,Vikings,,• Tashawn Bower,placed on reserve/non-football injury list with Achilles injury
2019-08-31,Steelers,• Brian Allen (b. 1993-10-10),,activated from IR
2019-09-01,49ers,,• Adrian Colbert,placed on IR with hamstring injury
2019-09-01,49ers,,• Andrew Lauderdale,placed on IR with undisclosed injury
2019-09-01,49ers,,• Kentavius Street,placed on IR with knee injury
2019-09-01,Bills,,• Jason Croom,placed on IR with hamstring injury
2019-09-01,Broncos,,• Dadi Lhomme Nicolas / Dadi Nicolas,placed on IR with undisclosed injury
2019-09-01,Broncos,,• Dymonte Thomas,placed on IR with knee injury
2019-09-01,Broncos,,• Joe Dineen Jr.,placed on IR with fractured right hand
2019-09-01,Broncos,,• Ryan Crozier,placed on IR with undisclosed injury
2019-09-01,Browns,,• Joe Kerridge,placed on IR with concussion
2019-09-01,Browns,,• Kyle Kalis,placed on IR with concussion
2019-09-01,Buccaneers,,• Cortrelle Simpson,placed on IR with undisclosed injury
2019-09-01,Buccaneers,,• Jeremiah Ledbetter,placed on IR with ankle injury
2019-09-01,Buccaneers,,• K.J. Brent,placed on IR with undisclosed injury
2019-09-01,Cardinals,,• Brandon Williams (b. 1992-09-09),placed on IR with shoulder injury
2019-09-01,Cardinals,,• Pita Taumoepenu,placed on IR with hamstring injury
2019-09-01,Cardinals,,• Rees Odhiambo,placed on IR with chest injury
2019-09-01,Cardinals,,• Robert Alford,placed on IR with leg injury
2019-09-01,Cardinals,,• William Sweet,placed on IR with foot injury
2019-09-01,Chargers,,• Ben Johnson (b. 1994-07-28),placed on IR with undisclosed injury
2019-09-01,Chargers,,• Brant Weiss,placed on IR with undisclosed injury
2019-09-01,Chargers,,• Derwin James Jr.,placed on IR with foot injury
2019-09-01,Chargers,,• Vince Mayle,placed on IR with undisclosed injury
2019-09-01,Chiefs,,• Chad Henne,placed on IR with ankle injury
2019-09-01,Chiefs,,• Felton Davis,placed on IR with shoulder injury
2019-09-01,Chiefs,,• Michael Hunter,placed on IR with groin injury
2019-09-01,Colts,,• Ahmad Thomas,placed on IR with undisclosed injury
2019-09-01,Colts,,• Isaiah Johnson (Nathan),placed on IR with undisclosed injury
2019-09-01,Colts,,• Kai Nacua,placed on IR with undisclosed injury
2019-09-01,Colts,,• Marcus Johnson (b. 1994-08-05),placed on IR with concussion
2019-09-01,Colts,,• Penny Hart,placed on IR with undisclosed injury
2019-09-01,Colts,,• Shakial Taylor,placed on IR with concussion
2019-09-01,Cowboys,,• Codey McElroy,placed on IR with neck injury
2019-09-01,Cowboys,,• Jameill Showers,placed on IR with hamstring injury
2019-09-01,Cowboys,,• Tyvis Powell,placed on IR with hamstring injury
2019-09-01,Dolphins,,• Quentin Poling,placed on IR with undisclosed injury
2019-09-01,Falcons,,• Alex Gray (b. 1991-05-01),placed on IR with undisclosed injury
2019-09-01,Falcons,,• Richie Brown,placed on IR with undisclosed injury
2019-09-01,Falcons,,• Taveze Calhoun,placed on IR with head injury
2019-09-01,Giants,,• Alex Wesley,placed on IR with foot injury
2019-09-01,Giants,,• Chad Wheeler,placed on IR with back injury
2019-09-01,Giants,,• Henre' Toliver,placed on IR with ankle injury
2019-09-01,Giants,,• Keion Adams,placed on IR with knee injury
2019-09-01,Giants,,• Kenny Ladler,placed on IR with hamstring injury
2019-09-01,Giants,,• Ronald Zamort,placed on IR with ankle injury
2019-09-01,Giants,,• Sam Beal,placed on IR with hamstring injury
2019-09-01,Giants,,• Victor Salako,placed on IR with shoulder injury
2019-09-01,Jaguars,,• Alfred Blue,placed on IR with ankle injury
2019-09-01,Jaguars,,• Devante Mays,placed on IR with ankle injury
2019-09-01,Jaguars,,• Donnell Greene,placed on IR with undisclosed injury
2019-09-01,Jaguars,,• K.C. McDermott,placed on IR with ankle injury
2019-09-01,Jaguars,,• Leonard Wester,placed on IR with undisclosed injury
2019-09-01,Jets,,• Mark Myers (b) / Marko Myers,placed on IR with head injury
2019-09-01,Lions,,• Andy Jones,placed on IR with undisclosed injury
2019-09-01,Packers,,• Curtis Bolton,placed on IR with knee injury
2019-09-01,Packers,,• Malcolm Johnson (Jamaine),placed on IR with shoulder injury
2019-09-01,Panthers,,• Damian Parms,placed on IR with undisclosed injury
2019-09-01,Panthers,,• Kofi Amichia,placed on IR with undisclosed injury
2019-09-01,Panthers,,• Marcus Baugh,placed on IR with undisclosed injury
2019-09-01,Raiders,,• Alex Barrett,placed on IR with undisclosed injury
2019-09-01,Raiders,,• Cameron Hunt,placed on IR with undisclosed injury
2019-09-01,Raiders,,• Eddie Vanderdoes,placed on IR with concussion
2019-09-01,Raiders,,• Makinton Dorleant,placed on IR with undisclosed injury
2019-09-01,Raiders,,• Paul Butler,placed on IR with undisclosed injury
2019-09-01,Rams,,• Alex Bachman,placed on IR with undisclosed injury
2019-09-01,Rams,,• Dominique Hatfield,placed on IR with ankle injury
2019-09-01,Rams,,• Josh Carraway,placed on IR with Achilles injury
2019-09-01,Rams,,• Trevon Young,placed on IR with ankle injury
2019-09-01,Redskins,,• Matt Flanagan,placed on IR with undisclosed injury
2019-09-01,Seahawks,,• Jeremy Boykins,placed on IR with undisclosed injury
2019-09-01,Seahawks,,• Justin Currie,placed on IR with undisclosed injury
2019-09-01,Texans,,• B.J. Bello,placed on IR with hamstring injury
2019-09-01,Texans,,• Xavier Woodson-Luster,placed on IR with ankle injury
2019-09-01,Vikings,,• Ade Aruna,placed on IR with undisclosed injury
2019-09-01,Vikings,,• Isaiah Wharton,placed on IR with undisclosed injury
2019-09-01,Saints,• Marcus Sherels,,activated from IR
2019-09-01,Saints,• Marshall Newhouse,,activated from IR
2019-09-02,Bengals,,• O'Shea Dugas,placed on IR with knee injury
2019-09-02,Broncos,,• Jake Butt,placed on IR with knee injury
2019-09-02,Broncos,,• Theo Riddick,placed on IR with shoulder injury
2019-09-02,Browns,,• Drew Forbes,placed on IR with knee injury
2019-09-02,Cowboys,,• Connor McGovern (b. 1997-11-03),placed on IR with pectoral muscle injury
2019-09-02,Eagles,,• Cre'Von LeBlanc,placed on IR with foot injury
2019-09-02,Eagles,,• Jordan Thomas (b. 1996-01-12),placed on IR with cracked rib
